###############################################################################
###############################################################################

RK45 RESULTS

Tolerance:	1e-06 * y_n

###############################################################################
###############################################################################

t	, y(t)	, Δt	, LTE
1.814098, 2.527996, 0.001314, 0.000003
1.815412, 2.529602, 0.001315, 0.000003
1.816728, 2.531210, 0.001316, 0.000003
1.818044, 2.532819, 0.001317, 0.000003
1.819362, 2.534429, 0.001318, 0.000003
1.820681, 2.536040, 0.001319, 0.000003
1.822000, 2.537652, 0.001320, 0.000003
1.823321, 2.539265, 0.001321, 0.000003
1.824642, 2.540879, 0.001322, 0.000003
1.825965, 2.542494, 0.001323, 0.000003
1.827289, 2.544110, 0.001324, 0.000003
1.828613, 2.545727, 0.001325, 0.000003
1.829939, 2.547345, 0.001326, 0.000003
1.831266, 2.548964, 0.001327, 0.000003
1.832594, 2.550584, 0.001328, 0.000003
1.833922, 2.552205, 0.001329, 0.000003
1.835252, 2.553827, 0.001330, 0.000003
1.836583, 2.555450, 0.001331, 0.000003
1.837915, 2.557074, 0.001332, 0.000003
1.839248, 2.558699, 0.001333, 0.000003
1.840582, 2.560325, 0.001334, 0.000003
1.841917, 2.561953, 0.001335, 0.000003
1.843253, 2.563581, 0.001336, 0.000003
1.844590, 2.565210, 0.001337, 0.000003
1.845928, 2.566840, 0.001338, 0.000003
1.847268, 2.568471, 0.001339, 0.000003
1.848608, 2.570104, 0.001340, 0.000003
1.849949, 2.571737, 0.001341, 0.000003
1.851292, 2.573371, 0.001342, 0.000003
1.852635, 2.575007, 0.001344, 0.000003
1.853980, 2.576643, 0.001345, 0.000003
1.855326, 2.578281, 0.001346, 0.000003
1.856673, 2.579919, 0.001347, 0.000003
1.858021, 2.581558, 0.001348, 0.000003
1.859370, 2.583199, 0.001349, 0.000003
1.860720, 2.584840, 0.001350, 0.000003
1.862071, 2.586483, 0.001351, 0.000003
1.863423, 2.588127, 0.001352, 0.000003
1.864776, 2.589771, 0.001353, 0.000003
1.866131, 2.591417, 0.001354, 0.000003
1.867486, 2.593063, 0.001356, 0.000003
1.868843, 2.594711, 0.001357, 0.000003
1.870201, 2.596360, 0.001358, 0.000003
1.871560, 2.598010, 0.001359, 0.000003
1.872920, 2.599660, 0.001360, 0.000003
1.874281, 2.601312, 0.001361, 0.000003
1.875643, 2.602965, 0.001362, 0.000003
1.877007, 2.604619, 0.001363, 0.000003
1.878371, 2.606274, 0.001365, 0.000003
1.879737, 2.607930, 0.001366, 0.000003
1.881104, 2.609587, 0.001367, 0.000003
1.882472, 2.611245, 0.001368, 0.000003
1.883841, 2.612904, 0.001369, 0.000003
1.885211, 2.614564, 0.001370, 0.000003
1.886583, 2.616226, 0.001371, 0.000003
1.887955, 2.617888, 0.001373, 0.000003
1.889329, 2.619551, 0.001374, 0.000003
1.890704, 2.621215, 0.001375, 0.000003
1.892080, 2.622881, 0.001376, 0.000003
1.893457, 2.624547, 0.001377, 0.000003
1.894835, 2.626214, 0.001378, 0.000003
1.896215, 2.627883, 0.001380, 0.000003
1.897596, 2.629552, 0.001381, 0.000003
1.898978, 2.631223, 0.001382, 0.000003
1.900361, 2.632895, 0.001383, 0.000003
1.901745, 2.634567, 0.001384, 0.000003
1.903131, 2.636241, 0.001386, 0.000003
1.904517, 2.637916, 0.001387, 0.000003
1.905905, 2.639592, 0.001388, 0.000003
1.907294, 2.641268, 0.001389, 0.000003
1.908685, 2.642946, 0.001390, 0.000003
1.910076, 2.644625, 0.001392, 0.000003
1.911469, 2.646305, 0.001393, 0.000003
1.912863, 2.647986, 0.001394, 0.000003
1.914258, 2.649669, 0.001395, 0.000003
1.915655, 2.651352, 0.001396, 0.000003
1.917052, 2.653036, 0.001398, 0.000003
1.918451, 2.654721, 0.001399, 0.000003
1.919851, 2.656407, 0.001400, 0.000003
1.921253, 2.658095, 0.001401, 0.000003
1.922655, 2.659783, 0.001403, 0.000003
1.924059, 2.661473, 0.001404, 0.000003
1.925464, 2.663163, 0.001405, 0.000003
1.926870, 2.664855, 0.001406, 0.000003
1.928278, 2.666548, 0.001408, 0.000003
1.929687, 2.668241, 0.001409, 0.000003
1.931097, 2.669936, 0.001410, 0.000003
1.932508, 2.671632, 0.001411, 0.000003
1.933921, 2.673329, 0.001413, 0.000003
1.935335, 2.675027, 0.001414, 0.000003
1.936750, 2.676726, 0.001415, 0.000003
1.938167, 2.678426, 0.001417, 0.000003
1.939585, 2.680127, 0.001418, 0.000003
1.941004, 2.681829, 0.001419, 0.000003
1.942424, 2.683533, 0.001420, 0.000003
1.943846, 2.685237, 0.001422, 0.000003
1.945269, 2.686942, 0.001423, 0.000003
1.946693, 2.688649, 0.001424, 0.000003
1.948119, 2.690356, 0.001426, 0.000003
1.949546, 2.692065, 0.001427, 0.000003
1.950974, 2.693775, 0.001428, 0.000003
1.952403, 2.695486, 0.001430, 0.000003
1.953834, 2.697197, 0.001431, 0.000003
1.955267, 2.698910, 0.001432, 0.000003
1.956700, 2.700624, 0.001434, 0.000003
1.958135, 2.702339, 0.001435, 0.000003
1.959571, 2.704055, 0.001436, 0.000003
1.961009, 2.705773, 0.001438, 0.000003
1.962448, 2.707491, 0.001439, 0.000003
1.963888, 2.709210, 0.001440, 0.000003
1.965330, 2.710931, 0.001442, 0.000003
1.966773, 2.712652, 0.001443, 0.000003
1.968217, 2.714375, 0.001444, 0.000003
1.969663, 2.716098, 0.001446, 0.000003
1.971110, 2.717823, 0.001447, 0.000003
1.972559, 2.719549, 0.001449, 0.000003
1.974009, 2.721275, 0.001450, 0.000003
1.975460, 2.723003, 0.001451, 0.000003
1.976913, 2.724732, 0.001453, 0.000003
1.978367, 2.726463, 0.001454, 0.000003
1.979822, 2.728194, 0.001456, 0.000003
1.981279, 2.729926, 0.001457, 0.000003
1.982738, 2.731659, 0.001458, 0.000003
1.984197, 2.733394, 0.001460, 0.000003
1.985659, 2.735129, 0.001461, 0.000003
1.987121, 2.736866, 0.001463, 0.000003
1.988585, 2.738603, 0.001464, 0.000003
1.990051, 2.740342, 0.001465, 0.000003
1.991518, 2.742082, 0.001467, 0.000003
1.992986, 2.743823, 0.001468, 0.000003
1.994456, 2.745565, 0.001470, 0.000003
1.995927, 2.747308, 0.001471, 0.000003
1.997400, 2.749052, 0.001473, 0.000003
1.998874, 2.750797, 0.001474, 0.000003
2.000350, 2.752544, 0.001476, 0.000003
2.001827, 2.754291, 0.001477, 0.000003
2.003305, 2.756040, 0.001479, 0.000003
2.004785, 2.757789, 0.001480, 0.000003
2.006267, 2.759540, 0.001482, 0.000003
2.007750, 2.761292, 0.001483, 0.000003
2.009235, 2.763045, 0.001485, 0.000003
2.010721, 2.764799, 0.001486, 0.000003
2.012208, 2.766554, 0.001488, 0.000003
2.013697, 2.768310, 0.001489, 0.000003
2.015188, 2.770067, 0.001491, 0.000003
2.016680, 2.771826, 0.001492, 0.000003
2.018174, 2.773585, 0.001494, 0.000003
2.019669, 2.775346, 0.001495, 0.000003
2.021166, 2.777107, 0.001497, 0.000003
2.022664, 2.778870, 0.001498, 0.000003
2.024164, 2.780634, 0.001500, 0.000003
2.025665, 2.782399, 0.001501, 0.000003
2.027168, 2.784165, 0.001503, 0.000003
2.028672, 2.785932, 0.001504, 0.000003
2.030178, 2.787700, 0.001506, 0.000003
2.031686, 2.789470, 0.001508, 0.000003
2.033195, 2.791240, 0.001509, 0.000003
2.034706, 2.793012, 0.001511, 0.000003
2.036218, 2.794784, 0.001512, 0.000003
2.037732, 2.796558, 0.001514, 0.000003
2.039248, 2.798333, 0.001516, 0.000003
2.040765, 2.800109, 0.001517, 0.000003
2.042283, 2.801886, 0.001519, 0.000003
2.043804, 2.803664, 0.001520, 0.000003
2.045326, 2.805444, 0.001522, 0.000003
2.046849, 2.807224, 0.001524, 0.000003
2.048375, 2.809005, 0.001525, 0.000003
2.049901, 2.810788, 0.001527, 0.000003
2.051430, 2.812572, 0.001529, 0.000003
2.052960, 2.814357, 0.001530, 0.000003
2.054492, 2.816143, 0.001532, 0.000003
2.056025, 2.817930, 0.001533, 0.000003
2.057560, 2.819718, 0.001535, 0.000003
2.059097, 2.821507, 0.001537, 0.000003
2.060636, 2.823297, 0.001538, 0.000003
2.062176, 2.825089, 0.001540, 0.000003
2.063718, 2.826881, 0.001542, 0.000003
2.065261, 2.828675, 0.001544, 0.000003
2.066806, 2.830470, 0.001545, 0.000003
2.068353, 2.832266, 0.001547, 0.000003
2.069902, 2.834063, 0.001549, 0.000003
2.071452, 2.835861, 0.001550, 0.000003
2.073004, 2.837661, 0.001552, 0.000003
2.074558, 2.839461, 0.001554, 0.000003
2.076114, 2.841262, 0.001556, 0.000003
2.077671, 2.843065, 0.001557, 0.000003
2.079230, 2.844869, 0.001559, 0.000003
2.080791, 2.846674, 0.001561, 0.000003
2.082353, 2.848480, 0.001563, 0.000003
2.083918, 2.850287, 0.001564, 0.000003
2.085484, 2.852095, 0.001566, 0.000003
2.087052, 2.853905, 0.001568, 0.000003
2.088621, 2.855715, 0.001570, 0.000003
2.090193, 2.857527, 0.001571, 0.000003
2.091766, 2.859339, 0.001573, 0.000003
2.093341, 2.861153, 0.001575, 0.000003
2.094918, 2.862968, 0.001577, 0.000003
2.096496, 2.864784, 0.001579, 0.000003
2.098077, 2.866602, 0.001580, 0.000003
2.099659, 2.868420, 0.001582, 0.000003
2.101243, 2.870240, 0.001584, 0.000003
2.102829, 2.872060, 0.001586, 0.000003
2.104417, 2.873882, 0.001588, 0.000003
2.106007, 2.875705, 0.001590, 0.000003
2.107598, 2.877529, 0.001592, 0.000003
2.109192, 2.879354, 0.001593, 0.000003
2.110787, 2.881180, 0.001595, 0.000003
2.112384, 2.883008, 0.001597, 0.000003
2.113983, 2.884836, 0.001599, 0.000003
2.115584, 2.886666, 0.001601, 0.000003
2.117187, 2.888497, 0.001603, 0.000003
2.118792, 2.890329, 0.001605, 0.000003
2.120398, 2.892162, 0.001607, 0.000003
2.122007, 2.893996, 0.001609, 0.000003
2.123617, 2.895831, 0.001611, 0.000003
2.125230, 2.897668, 0.001612, 0.000003
2.126844, 2.899505, 0.001614, 0.000003
2.128461, 2.901344, 0.001616, 0.000003
2.130079, 2.903184, 0.001618, 0.000003
2.131699, 2.905025, 0.001620, 0.000003
2.133322, 2.906867, 0.001622, 0.000003
2.134946, 2.908710, 0.001624, 0.000003
2.136572, 2.910555, 0.001626, 0.000003
2.138200, 2.912400, 0.001628, 0.000003
2.139830, 2.914247, 0.001630, 0.000003
2.141463, 2.916095, 0.001632, 0.000003
2.143097, 2.917944, 0.001634, 0.000003
2.144733, 2.919794, 0.001636, 0.000003
2.146372, 2.921645, 0.001638, 0.000003
2.148012, 2.923498, 0.001640, 0.000003
2.149654, 2.925351, 0.001642, 0.000003
2.151299, 2.927206, 0.001644, 0.000003
2.152945, 2.929062, 0.001647, 0.000003
2.154594, 2.930919, 0.001649, 0.000003
2.156245, 2.932777, 0.001651, 0.000003
2.157897, 2.934637, 0.001653, 0.000003
2.159552, 2.936497, 0.001655, 0.000003
2.161209, 2.938359, 0.001657, 0.000003
2.162868, 2.940221, 0.001659, 0.000003
2.164530, 2.942085, 0.001661, 0.000003
2.166193, 2.943950, 0.001663, 0.000003
2.167859, 2.945817, 0.001665, 0.000003
2.169526, 2.947684, 0.001668, 0.000003
2.171196, 2.949552, 0.001670, 0.000003
2.172868, 2.951422, 0.001672, 0.000003
2.174542, 2.953293, 0.001674, 0.000003
2.176218, 2.955165, 0.001676, 0.000003
2.177897, 2.957038, 0.001679, 0.000003
2.179578, 2.958912, 0.001681, 0.000003
2.181261, 2.960788, 0.001683, 0.000003
2.182946, 2.962664, 0.001685, 0.000003
2.184633, 2.964542, 0.001687, 0.000003
2.186323, 2.966421, 0.001690, 0.000003
2.188014, 2.968301, 0.001692, 0.000003
2.189709, 2.970182, 0.001694, 0.000003
2.191405, 2.972064, 0.001696, 0.000003
2.193103, 2.973948, 0.001699, 0.000003
2.194804, 2.975833, 0.001701, 0.000003
2.196508, 2.977718, 0.001703, 0.000003
2.198213, 2.979605, 0.001705, 0.000003
2.199921, 2.981494, 0.001708, 0.000003
2.201631, 2.983383, 0.001710, 0.000003
2.203343, 2.985273, 0.001712, 0.000003
2.205058, 2.987165, 0.001715, 0.000003
2.206775, 2.989058, 0.001717, 0.000003
2.208495, 2.990952, 0.001719, 0.000003
2.210217, 2.992847, 0.001722, 0.000003
2.211941, 2.994743, 0.001724, 0.000003
2.213668, 2.996641, 0.001727, 0.000003
2.215397, 2.998539, 0.001729, 0.000003
2.217128, 3.000439, 0.001731, 0.000003
2.218862, 3.002340, 0.001734, 0.000003
2.220598, 3.004242, 0.001736, 0.000003
2.222337, 3.006145, 0.001739, 0.000003
2.224078, 3.008050, 0.001741, 0.000003
2.225821, 3.009955, 0.001744, 0.000003
2.227568, 3.011862, 0.001746, 0.000003
2.229316, 3.013770, 0.001749, 0.000003
2.231067, 3.015679, 0.001751, 0.000003
2.232821, 3.017589, 0.001754, 0.000003
2.234577, 3.019501, 0.001756, 0.000003
2.236335, 3.021414, 0.001759, 0.000003
2.238096, 3.023327, 0.001761, 0.000003
2.239860, 3.025242, 0.001764, 0.000003
2.241626, 3.027158, 0.001766, 0.000003
2.243395, 3.029076, 0.001769, 0.000003
2.245166, 3.030994, 0.001771, 0.000003
2.246940, 3.032914, 0.001774, 0.000003
2.248717, 3.034835, 0.001777, 0.000003
2.250496, 3.036757, 0.001779, 0.000003
2.252277, 3.038680, 0.001782, 0.000003
2.254062, 3.040604, 0.001784, 0.000003
2.255849, 3.042530, 0.001787, 0.000003
2.257639, 3.044457, 0.001790, 0.000003
2.259431, 3.046384, 0.001792, 0.000003
2.261226, 3.048314, 0.001795, 0.000003
2.263024, 3.050244, 0.001798, 0.000003
2.264824, 3.052175, 0.001800, 0.000003
2.266627, 3.054108, 0.001803, 0.000003
2.268433, 3.056042, 0.001806, 0.000003
2.270242, 3.057977, 0.001809, 0.000003
2.272053, 3.059913, 0.001811, 0.000003
2.273867, 3.061850, 0.001814, 0.000003
2.275684, 3.063789, 0.001817, 0.000003
2.277504, 3.065728, 0.001820, 0.000003
2.279326, 3.067669, 0.001823, 0.000003
2.281152, 3.069611, 0.001825, 0.000003
2.282980, 3.071554, 0.001828, 0.000003
2.284811, 3.073499, 0.001831, 0.000003
2.286645, 3.075444, 0.001834, 0.000003
2.288481, 3.077391, 0.001837, 0.000003
2.290321, 3.079339, 0.001840, 0.000003
2.292163, 3.081288, 0.001843, 0.000003
2.294009, 3.083239, 0.001845, 0.000003
2.295857, 3.085190, 0.001848, 0.000003
2.297708, 3.087143, 0.001851, 0.000003
2.299563, 3.089097, 0.001854, 0.000003
2.301420, 3.091052, 0.001857, 0.000003
2.303280, 3.093008, 0.001860, 0.000003
2.305143, 3.094965, 0.001863, 0.000003
2.307009, 3.096924, 0.001866, 0.000003
2.308879, 3.098884, 0.001869, 0.000003
2.310751, 3.100845, 0.001872, 0.000003
2.312626, 3.102807, 0.001875, 0.000003
2.314504, 3.104770, 0.001878, 0.000003
2.316386, 3.106735, 0.001881, 0.000003
2.318270, 3.108701, 0.001885, 0.000003
2.320158, 3.110668, 0.001888, 0.000003
2.322049, 3.112636, 0.001891, 0.000003
2.323943, 3.114605, 0.001894, 0.000003
2.325840, 3.116576, 0.001897, 0.000003
2.327740, 3.118547, 0.001900, 0.000003
2.329644, 3.120520, 0.001903, 0.000003
2.331550, 3.122494, 0.001907, 0.000003
2.333460, 3.124470, 0.001910, 0.000003
2.335373, 3.126446, 0.001913, 0.000003
2.337289, 3.128424, 0.001916, 0.000003
2.339209, 3.130403, 0.001920, 0.000003
2.341132, 3.132383, 0.001923, 0.000003
2.343058, 3.134364, 0.001926, 0.000003
2.344988, 3.136347, 0.001930, 0.000003
2.346921, 3.138330, 0.001933, 0.000003
2.348857, 3.140315, 0.001936, 0.000003
2.350796, 3.142301, 0.001940, 0.000003
2.352739, 3.144288, 0.001943, 0.000003
2.354686, 3.146277, 0.001946, 0.000003
2.356636, 3.148266, 0.001950, 0.000003
2.358589, 3.150257, 0.001953, 0.000003
2.360546, 3.152249, 0.001957, 0.000003
2.362506, 3.154242, 0.001960, 0.000003
2.364470, 3.156237, 0.001964, 0.000003
2.366437, 3.158233, 0.001967, 0.000003
2.368408, 3.160229, 0.001971, 0.000003
2.370382, 3.162227, 0.001974, 0.000003
2.372360, 3.164227, 0.001978, 0.000003
2.374341, 3.166227, 0.001981, 0.000003
2.376326, 3.168229, 0.001985, 0.000003
2.378315, 3.170231, 0.001989, 0.000003
2.380307, 3.172235, 0.001992, 0.000003
2.382303, 3.174241, 0.001996, 0.000003
2.384303, 3.176247, 0.002000, 0.000003
2.386306, 3.178255, 0.002003, 0.000003
2.388314, 3.180263, 0.002007, 0.000003
2.390324, 3.182273, 0.002011, 0.000003
2.392339, 3.184285, 0.002015, 0.000003
2.394358, 3.186297, 0.002018, 0.000003
2.396380, 3.188311, 0.002022, 0.000003
2.398406, 3.190325, 0.002026, 0.000003
2.400436, 3.192341, 0.002030, 0.000003
2.402470, 3.194359, 0.002034, 0.000003
2.404507, 3.196377, 0.002038, 0.000003
2.406549, 3.198397, 0.002042, 0.000003
2.408595, 3.200417, 0.002046, 0.000003
2.410644, 3.202440, 0.002050, 0.000003
2.412698, 3.204463, 0.002054, 0.000003
2.414755, 3.206487, 0.002058, 0.000003
2.416817, 3.208513, 0.002062, 0.000003
2.418882, 3.210540, 0.002066, 0.000003
2.420952, 3.212568, 0.002070, 0.000003
2.423026, 3.214597, 0.002074, 0.000003
2.425104, 3.216627, 0.002078, 0.000003
2.427186, 3.218659, 0.002082, 0.000003
2.429272, 3.220692, 0.002086, 0.000003
2.431363, 3.222726, 0.002090, 0.000003
2.433457, 3.224761, 0.002095, 0.000003
2.435556, 3.226798, 0.002099, 0.000003
2.437659, 3.228835, 0.002103, 0.000003
2.439767, 3.230874, 0.002108, 0.000003
2.441879, 3.232914, 0.002112, 0.000003
2.443995, 3.234955, 0.002116, 0.000003
2.446116, 3.236998, 0.002121, 0.000003
2.448240, 3.239042, 0.002125, 0.000003
2.450370, 3.241086, 0.002129, 0.000003
2.452504, 3.243132, 0.002134, 0.000003
2.454642, 3.245180, 0.002138, 0.000003
2.456785, 3.247228, 0.002143, 0.000003
2.458932, 3.249278, 0.002147, 0.000003
2.461084, 3.251329, 0.002152, 0.000003
2.463241, 3.253381, 0.002157, 0.000003
2.465402, 3.255434, 0.002161, 0.000003
2.467568, 3.257489, 0.002166, 0.000003
2.469738, 3.259544, 0.002171, 0.000003
2.471914, 3.261601, 0.002175, 0.000003
2.474094, 3.263659, 0.002180, 0.000003
2.476279, 3.265719, 0.002185, 0.000003
2.478468, 3.267779, 0.002190, 0.000003
2.480663, 3.269841, 0.002194, 0.000003
2.482862, 3.271904, 0.002199, 0.000003
2.485066, 3.273968, 0.002204, 0.000003
2.487275, 3.276033, 0.002209, 0.000003
2.489489, 3.278100, 0.002214, 0.000003
2.491708, 3.280168, 0.002219, 0.000003
2.493932, 3.282236, 0.002224, 0.000003
2.496162, 3.284307, 0.002229, 0.000003
2.498396, 3.286378, 0.002234, 0.000003
2.500635, 3.288450, 0.002239, 0.000003
2.502880, 3.290524, 0.002245, 0.000003
2.505130, 3.292599, 0.002250, 0.000003
2.507385, 3.294675, 0.002255, 0.000003
2.509645, 3.296752, 0.002260, 0.000003
2.511910, 3.298831, 0.002266, 0.000003
2.514181, 3.300911, 0.002271, 0.000003
2.516458, 3.302992, 0.002276, 0.000003
2.518739, 3.305074, 0.002282, 0.000003
2.521027, 3.307157, 0.002287, 0.000003
2.523319, 3.309241, 0.002293, 0.000003
2.525617, 3.311327, 0.002298, 0.000003
2.527921, 3.313414, 0.002304, 0.000003
2.530231, 3.315502, 0.002309, 0.000003
2.532546, 3.317591, 0.002315, 0.000003
2.534866, 3.319682, 0.002321, 0.000003
2.537193, 3.321774, 0.002326, 0.000003
2.539525, 3.323866, 0.002332, 0.000003
2.541863, 3.325961, 0.002338, 0.000003
2.544207, 3.328056, 0.002344, 0.000003
2.546557, 3.330152, 0.002350, 0.000003
2.548913, 3.332250, 0.002356, 0.000003
2.551274, 3.334349, 0.002362, 0.000003
2.553642, 3.336449, 0.002368, 0.000003
2.556016, 3.338550, 0.002374, 0.000003
2.558396, 3.340652, 0.002380, 0.000003
2.560782, 3.342756, 0.002386, 0.000003
2.563174, 3.344861, 0.002392, 0.000003
2.565573, 3.346967, 0.002399, 0.000003
2.567978, 3.349074, 0.002405, 0.000003
2.570389, 3.351182, 0.002411, 0.000003
2.572807, 3.353291, 0.002418, 0.000003
2.575231, 3.355402, 0.002424, 0.000003
2.577661, 3.357514, 0.002431, 0.000003
2.580099, 3.359627, 0.002437, 0.000003
2.582542, 3.361741, 0.002444, 0.000003
2.584993, 3.363857, 0.002450, 0.000003
2.587450, 3.365973, 0.002457, 0.000003
2.589914, 3.368091, 0.002464, 0.000003
2.592385, 3.370210, 0.002471, 0.000003
2.594862, 3.372330, 0.002478, 0.000003
2.597347, 3.374451, 0.002485, 0.000003
2.599838, 3.376574, 0.002492, 0.000003
2.602337, 3.378697, 0.002499, 0.000003
2.604843, 3.380822, 0.002506, 0.000003
2.607355, 3.382948, 0.002513, 0.000003
2.609876, 3.385075, 0.002520, 0.000003
2.612403, 3.387204, 0.002527, 0.000003
2.614938, 3.389333, 0.002535, 0.000003
2.617480, 3.391464, 0.002542, 0.000003
2.620029, 3.393595, 0.002550, 0.000003
2.622586, 3.395728, 0.002557, 0.000003
2.625151, 3.397863, 0.002565, 0.000003
2.627723, 3.399998, 0.002572, 0.000003
2.630303, 3.402134, 0.002580, 0.000003
2.632891, 3.404272, 0.002588, 0.000003
2.635487, 3.406411, 0.002596, 0.000003
2.638091, 3.408550, 0.002604, 0.000003
2.640702, 3.410691, 0.002612, 0.000003
2.643322, 3.412834, 0.002620, 0.000003
2.645950, 3.414977, 0.002628, 0.000003
2.648586, 3.417121, 0.002636, 0.000003
2.651230, 3.419267, 0.002644, 0.000003
2.653883, 3.421414, 0.002653, 0.000003
2.656544, 3.423562, 0.002661, 0.000003
2.659214, 3.425711, 0.002670, 0.000003
2.661893, 3.427861, 0.002678, 0.000003
2.664580, 3.430012, 0.002687, 0.000003
2.667275, 3.432165, 0.002696, 0.000003
2.669980, 3.434318, 0.002705, 0.000003
2.672694, 3.436473, 0.002714, 0.000003
2.675416, 3.438629, 0.002723, 0.000003
2.678148, 3.440786, 0.002732, 0.000003
2.680889, 3.442944, 0.002741, 0.000003
2.683639, 3.445103, 0.002750, 0.000003
2.686399, 3.447263, 0.002760, 0.000003
2.689168, 3.449425, 0.002769, 0.000003
2.691946, 3.451587, 0.002779, 0.000003
2.694735, 3.453751, 0.002788, 0.000003
2.697533, 3.455915, 0.002798, 0.000003
2.700341, 3.458081, 0.002808, 0.000003
2.703158, 3.460248, 0.002818, 0.000003
2.705986, 3.462416, 0.002828, 0.000003
2.708824, 3.464585, 0.002838, 0.000003
2.711673, 3.466755, 0.002848, 0.000003
2.714531, 3.468927, 0.002859, 0.000003
2.717401, 3.471099, 0.002869, 0.000003
2.720280, 3.473272, 0.002880, 0.000003
2.723171, 3.475447, 0.002891, 0.000003
2.726072, 3.477622, 0.002901, 0.000003
2.728985, 3.479799, 0.002912, 0.000003
2.731908, 3.481977, 0.002923, 0.000003
2.734843, 3.484155, 0.002935, 0.000003
2.737788, 3.486335, 0.002946, 0.000003
2.740746, 3.488516, 0.002957, 0.000003
2.743715, 3.490698, 0.002969, 0.000003
2.746695, 3.492881, 0.002981, 0.000003
2.749688, 3.495065, 0.002992, 0.000003
2.752692, 3.497250, 0.003004, 0.000003
2.755708, 3.499436, 0.003016, 0.000003
2.758737, 3.501623, 0.003029, 0.000003
2.761778, 3.503811, 0.003041, 0.000003
2.764832, 3.506000, 0.003054, 0.000003
2.767898, 3.508190, 0.003066, 0.000003
2.770978, 3.510381, 0.003079, 0.000003
2.774070, 3.512573, 0.003092, 0.000003
2.777175, 3.514766, 0.003105, 0.000003
2.780294, 3.516961, 0.003119, 0.000003
2.783426, 3.519156, 0.003132, 0.000003
2.786572, 3.521352, 0.003146, 0.000003
2.789731, 3.523549, 0.003160, 0.000003
2.792905, 3.525746, 0.003174, 0.000003
2.796093, 3.527945, 0.003188, 0.000003
2.799295, 3.530145, 0.003202, 0.000003
2.802512, 3.532346, 0.003217, 0.000003
2.805744, 3.534548, 0.003232, 0.000003
2.808990, 3.536750, 0.003246, 0.000003
2.812252, 3.538954, 0.003262, 0.000003
2.815529, 3.541158, 0.003277, 0.000003
2.818821, 3.543364, 0.003293, 0.000003
2.822129, 3.545570, 0.003308, 0.000003
2.825454, 3.547777, 0.003324, 0.000003
2.828794, 3.549985, 0.003341, 0.000003
2.832151, 3.552194, 0.003357, 0.000003
2.835525, 3.554404, 0.003374, 0.000003
2.838915, 3.556614, 0.003391, 0.000003
2.842323, 3.558826, 0.003408, 0.000003
2.845748, 3.561038, 0.003425, 0.000003
2.849191, 3.563251, 0.003443, 0.000003
2.852652, 3.565465, 0.003461, 0.000003
2.856131, 3.567680, 0.003479, 0.000003
2.859628, 3.569895, 0.003497, 0.000003
2.863145, 3.572111, 0.003516, 0.000003
2.866680, 3.574328, 0.003535, 0.000003
2.870235, 3.576546, 0.003555, 0.000003
2.873809, 3.578765, 0.003574, 0.000003
2.877403, 3.580984, 0.003594, 0.000003
2.881018, 3.583204, 0.003615, 0.000003
2.884653, 3.585424, 0.003635, 0.000003
2.888310, 3.587645, 0.003656, 0.000003
2.891987, 3.589867, 0.003678, 0.000003
2.895687, 3.592090, 0.003699, 0.000003
2.899408, 3.594313, 0.003721, 0.000003
2.903152, 3.596537, 0.003744, 0.000003
2.906919, 3.598761, 0.003767, 0.000003
2.910709, 3.600986, 0.003790, 0.000003
2.914523, 3.603212, 0.003814, 0.000003
2.918361, 3.605438, 0.003838, 0.000003
2.922223, 3.607664, 0.003862, 0.000003
2.926110, 3.609892, 0.003887, 0.000003
2.930023, 3.612119, 0.003913, 0.000003
2.933962, 3.614347, 0.003939, 0.000003
2.937927, 3.616576, 0.003965, 0.000003
2.941920, 3.618804, 0.003992, 0.000003
2.945939, 3.621034, 0.004020, 0.000003
2.949987, 3.623263, 0.004048, 0.000003
2.954064, 3.625493, 0.004076, 0.000003
2.958169, 3.627723, 0.004106, 0.000003
2.962305, 3.629954, 0.004135, 0.000003
2.966471, 3.632184, 0.004166, 0.000003
2.970668, 3.634415, 0.004197, 0.000003
2.974896, 3.636646, 0.004229, 0.000003
2.979158, 3.638877, 0.004261, 0.000003
2.983452, 3.641109, 0.004294, 0.000003
2.987781, 3.643340, 0.004328, 0.000003
2.992144, 3.645571, 0.004363, 0.000003
2.996543, 3.647803, 0.004399, 0.000003
3.000978, 3.650034, 0.004435, 0.000003
3.005450, 3.652265, 0.004472, 0.000003
3.009961, 3.654496, 0.004511, 0.000003
3.014510, 3.656727, 0.004550, 0.000003
3.019100, 3.658958, 0.004590, 0.000003
3.023731, 3.661188, 0.004631, 0.000003
3.028404, 3.663418, 0.004673, 0.000003
3.033121, 3.665647, 0.004716, 0.000003
3.037882, 3.667876, 0.004761, 0.000003
3.042688, 3.670105, 0.004807, 0.000003
3.047542, 3.672332, 0.004854, 0.000003
3.052444, 3.674559, 0.004902, 0.000003
3.057396, 3.676786, 0.004952, 0.000003
3.062399, 3.679011, 0.005003, 0.000003
3.067454, 3.681236, 0.005056, 0.000003
3.072564, 3.683459, 0.005110, 0.000003
3.077731, 3.685681, 0.005166, 0.000003
3.082955, 3.687902, 0.005224, 0.000003
3.088239, 3.690122, 0.005284, 0.000003
3.093584, 3.692340, 0.005346, 0.000003
3.098994, 3.694557, 0.005409, 0.000003
3.104469, 3.696772, 0.005476, 0.000003
3.110013, 3.698985, 0.005544, 0.000003
